word,meaning,category,domain,polarity,intensity,tone,morphology,ipa_original,ipa_clean,ipa_changed,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
からっと,湿気の除去。高い時間突発性と完全乾燥。,擬態語,テクスチャー・スピード・テンポ,中立,清音,明るい・軽い・小,促音,kaɾatto,kaɾatto,0,2,8,7,4,8,0,700.0,4.93,8,8000.0,7.44,6,h,6,#87CEEB,79.2,-14.8,-21.3,湿気の除去。高い時間突発性と完全乾燥。,,5,5,5,8,COMPOUND(複合・異種)
からり,開放的な空間。低いWeightと高い流体性。,擬態語,テクスチャー・密集度・距離感・気象・自然,中立,清音,明るい・軽い・小,「り」変化,kaɾaɾi,kaɾaɾi,0,2,5,5,2,9,1,600.0,4.54,5,2500.0,5.47,4,h,6,#FFFFFF,100.0,-0.0,0.0,開放的な空間。低いWeightと高い流体性。,,4,6,0,0,RI(り単発)
からんからん,ベルのような硬質な響きと余韻。,擬態語,その他,中立,清音,明るい・軽い・小,畳語・撥音,kaɾaŋkaɾaŋ,kaɾaŋkaɾaŋ,0,4,5,6,3,3,2,450.0,3.81,4,2800.0,5.66,6,mc,3,#B8860B,59.2,9.9,62.7,ベルのような硬質な響きと余韻。,,4,5,6,1,REDUP(畳語・同一)
かりかり,小さな破壊。高周波と乾燥。,擬音語,テクスチャー・気象・自然,中立,清音,明るい・軽い・小,畳語・「り」変化,kaɾikaɾi,kaɾikaɾi,0,3,8,6,7,2,0,1500.0,6.86,8,11000.0,7.98,5,c,2,#CD853F,61.8,21.4,47.9,小さな破壊。高周波と乾燥(Moisture 0)。,,4,5,6,1,REDUP(畳語・同一)
かんかん,高温の太陽や金属打撃。Space 9の直接性。,擬音語,その他,中立,清音,明るい・軽い・小,畳語・撥音,kaŋkaŋ,kaŋkaŋ,0,6,7,9,6,1,2,900.0,5.56,5,6500.0,7.09,8,hhh,8,#FF4500,57.6,67.8,69.0,高温の太陽や金属打撃。Space 9の直接性。,,4,5,6,1,REDUP(畳語・同一)
かーかー,持続する鳥の声。中程度の流体性とWeight。,擬声語,テクスチャー・スピード・テンポ・生き物,中立,清音,明るい・軽い・小,畳語・長音,ka:ka:,kaːkaː,0,5,4,6,2,6,2,600.0,4.54,1,4000.0,6.27,3,h,6,#000000,0.0,0.0,0.0,持続する鳥の声。中程度の流体性とWeight。,,4,5,6,1,REDUP(畳語・同一)
かーん,高い空間貫通力。金属的なHardnessと持続。,擬音語,スピード・テンポ・密集度・距離感・気象・自然,中立,清音,明るい・軽い・小,撥音・長音,ka:n,kaːŋ,1,4,3,9,2,2,3,1200.0,6.29,2,5000.0,6.65,9,h,6,#FFD700,86.9,-1.9,87.1,高い空間貫通力。金属的なHardnessと持続。,,3,8,5,1,LONG+N(長音+ん)
かーんかーん,鐘の音。より強いWeightと直接性。,擬音語,その他,中立,清音,明るい・軽い・小,畳語・撥音・長音,ka:ŋka:ŋ,kaːŋkaːŋ,0,5,4,9,3,2,3,1100.0,6.07,2,5500.0,6.81,9,h,6,#DAA520,70.8,8.5,68.8,鐘の音。より強いWeightと直接性。,,4,5,6,1,REDUP(畳語・同一)
がくがく,有声破裂音/ɡ/による重い振動。関節の不連続性。,擬声語・擬音語,スピード・テンポ・質量,中立,清音・濁音,暗い・重い・大,畳語,ɡakuɡaku,ɡakuɡaku,0,7,7,4,8,3,4,180.0,1.49,7,4500.0,6.47,6,c,2,#A9A9A9,69.2,-0.0,0.0,有声破裂音/ɡ/による重い振動。関節の不連続性。,,4,5,6,1,REDUP(畳語・同一)
がくん,急激な落差。最大のWeightと時間突発性。,擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,撥音,ɡakuŋ,ɡakuŋ,0,8,9,8,9,3,3,140.0,0.85,9,7000.0,7.22,8,mc,3,#000000,0.0,0.0,0.0,急激な落差。最大のWeightと時間突発性。,,3,6,0,0,N(撥音単発)
がさがさ,荒い摩擦。濁音によるWeightの増加と乾燥。,擬音語,テクスチャー,中立,清音・濁音,暗い・重い・大,畳語,ɡasaɡasa,ɡasaɡasa,0,5,7,4,4,6,0,400.0,3.51,6,8000.0,7.44,5,0,4,#8B4513,37.5,26.4,41.0,荒い摩擦。濁音によるWeightの増加と乾燥。,,4,5,6,1,REDUP(畳語・同一)
がさっ,藪の中の突発的な動き。高いBo数。,擬態語,ダイナミクス,中立,清音・濁音,暗い・重い・大,促音,ɡasaʔ,ɡasaʔ,0,6,9,8,8,5,1,450.0,3.81,9,10000.0,7.82,8,0,4,#556B2F,42.2,-18.8,30.6,藪の中の突発的な動き。高いBo数（圧縮）。,,2,5,0,0,Q(促音単発)
がしっ,強固な把握。高いWeightと剛体感、遮断。,擬態語,その他,中立,清音・濁音,暗い・重い・大,促音,ɡatɕiʔ,ɡaɕiʔ,1,8,9,9,9,2,2,500.0,4.07,9,12000.0,8.13,9,mc,3,#4682B4,52.5,-4.1,-32.2,強固な把握。高いWeightと剛体感、遮断。,,2,5,0,0,Q(促音単発)
がしゃがしゃ,金属や硬い破片の乱雑な衝突。高Re数。,擬音語,テクスチャー,中立,清音・濁音,暗い・重い・大,畳語,ɡatɕaɡatɕa,ɡaɕaɡaɕa,1,6,8,5,6,3,2,1200.0,6.29,7,14000.0,8.39,8,c,2,#708090,52.8,-2.1,-10.6,金属や硬い破片の乱雑な衝突。高Re数。,,4,5,6,1,REDUP(畳語・同一)
がしゃっ,破壊を伴う瞬間的衝突。最大値に近い時間性。,擬音語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,促音,ɡatɕaʔ,ɡaɕaʔ,1,7,9,8,9,2,2,1000.0,5.83,9,16000.0,8.62,9,c,2,#778899,55.9,-2.2,-11.1,破壊を伴う瞬間的衝突。最大値に近い時間性。,,2,5,0,0,Q(促音単発)
がたがた,重い構造物の振動。低い周波数と剛体接触。,擬音語,質量・気象・自然,中立,清音・濁音,暗い・重い・大,畳語,ɡataɡata,ɡataɡata,0,7,8,6,7,2,3,220.0,2.0,7,5000.0,6.65,7,c,2,#696969,44.4,-0.0,0.0,重い構造物の振動。低い周波数と剛体接触。,,4,5,6,1,REDUP(畳語・同一)
がたっと,衝撃を伴う停止。高い重量感と圧力。,擬態語,質量,中立,清音・濁音,暗い・重い・大,促音,ɡatatto,ɡatatto,0,8,9,8,8,2,3,200.0,1.75,9,8000.0,7.44,8,mc,3,#000000,0.0,0.0,0.0,衝撃を伴う停止。高い重量感と圧力。,,5,5,5,8,COMPOUND(複合・異種)
がたぴし,建具の歪み。摩擦音/ɕi/による高周波の混在。,擬音語,気象・自然,中立,清音・濁音・半濁音,暗い・重い・大,単発・その他,ɡatapiɕi,ɡatapiɕi,0,5,6,5,7,4,2,600.0,4.54,6,6000.0,6.95,6,mc,3,#8B4513,37.5,26.4,41.0,建具の歪み。摩擦音/ɕi/による高周波の混在。,,5,5,5,8,COMPOUND(複合・異種)
がたり,単発の重い衝突。余韻を伴う流体への移行。,擬音語,テクスチャー・質量,中立,清音・濁音,暗い・重い・大,「り」変化,ɡataɾi,ɡataɾi,0,6,7,7,6,3,4,250.0,2.32,6,4000.0,6.27,6,mc,3,#556B2F,42.2,-18.8,30.6,単発の重い衝突。余韻を伴う流体への移行。,,4,6,0,0,RI(り単発)
がたん,重量物の落下。強い空間直接性と気圧。,擬音語,密集度・距離感・質量・気象・自然,中立,清音・濁音,暗い・重い・大,撥音,ɡataŋ,ɡataŋ,0,8,8,9,8,2,5,180.0,1.49,7,3500.0,6.04,9,mc,3,#2F4F4F,31.3,-11.7,-3.7,重量物の落下。強い空間直接性と気圧。,,3,6,0,0,N(撥音単発)
がちがち,最大の硬直。震えを伴う低周波と高い抑制。,擬音語,気象・自然,中立,清音・濁音,暗い・重い・大,畳語,ɡatɕiɡatɕi,ɡatɕiɡatɕi,0,8,8,9,9,0,1,1200.0,6.29,9,10000.0,7.82,9,cc,1,#B0E0E6,86.1,-14.1,-8.0,最大の硬直。震えを伴う低周波と高い抑制。,,4,5,6,1,REDUP(畳語・同一)
がちゃがちゃ,鍵などの金属音。複雑なRe数を示す。,擬音語,その他,中立,清音・濁音,暗い・重い・大,畳語,ɡatɕaɡatɕa,ɡatɕaɡatɕa,0,5,8,6,6,2,3,1400.0,6.68,7,12000.0,8.13,7,mc,3,#708090,52.8,-2.1,-10.6,鍵などの金属音。複雑なRe数を示す。,,4,5,6,1,REDUP(畳語・同一)
がちゃん,結合または破壊。高いBo数と空間指向性。,擬態語,密集度・距離感・気象・自然,中立,清音・濁音,暗い・重い・大,撥音,ɡatɕaŋ,ɡatɕaŋ,0,7,9,9,8,1,4,800.0,5.26,8,9000.0,7.64,9,mc,3,#4682B4,52.5,-4.1,-32.2,結合または破壊。高いBo数と空間指向性。,,3,6,0,0,N(撥音単発)
がっ,全次元で最大級の衝撃。絶対的な停止。,擬態語,その他,中立,濁音,暗い・重い・大,促音,ɡaʔ,ɡaʔ,0,9,9,9,9,4,2,350.0,3.17,9,15000.0,8.51,9,mc,3,#000000,0.0,0.0,0.0,全次元で最大級の衝撃。絶対的な停止。,,2,5,0,0,Q(促音単発)
がっかり,期待の崩壊。重いWeightと落胆のDecay。,擬態語,質量,中立,清音・濁音,暗い・重い・大,促音・「り」変化,ɡakkaɾi,ɡakkaɾi,0,7,6,4,5,6,4,300.0,2.78,7,1200.0,4.22,5,c,2,#4B0082,20.5,51.7,-53.3,期待の崩壊。重いWeightと落胆のDecay。,,5,5,5,8,COMPOUND(複合・異種)
がっくり,急激な屈曲。さらに重いWeight。,擬態語,スピード・テンポ・質量,中立,清音・濁音,暗い・重い・大,促音・「り」変化,ɡukkuɾi,ɡakkuɾi,1,8,7,3,6,5,4,200.0,1.75,8,1000.0,3.91,6,c,2,#000000,0.0,0.0,0.0,急激な屈曲。さらに重いWeight。,,5,5,5,8,COMPOUND(複合・異種)
がっしり,堅牢な構造。高い直接性とFlowの抑制。,擬態語,その他,中立,清音・濁音,暗い・重い・大,促音・「り」変化,ɡatɕɕiɾi,ɡaɕɕiɾi,1,8,5,9,9,2,3,400.0,3.51,5,3000.0,5.78,9,mc,3,#708090,52.8,-2.1,-10.6,堅牢な構造。高い直接性とFlowの抑制。,,5,5,5,8,COMPOUND(複合・異種)
がっちり,緻密な噛み合わせ。高いHardnessを保持。,擬態語,その他,中立,清音・濁音,暗い・重い・大,促音・「り」変化,ɡattɕiɾi,ɡattɕiɾi,0,7,6,9,9,1,3,500.0,4.07,6,4000.0,6.27,9,mc,3,#4682B4,52.5,-4.1,-32.2,緻密な噛み合わせ。高いHardnessを保持。,,5,5,5,8,COMPOUND(複合・異種)
がっぷり,四つ相撲のような深い接触。最大のWeight。,擬態語,その他,中立,清音・濁音・半濁音,暗い・重い・大,促音・「り」変化,ɡappuɾi,ɡappuɾi,0,9,6,8,7,4,7,220.0,2.0,5,2000.0,5.09,8,mh,5,#A52A2A,37.5,49.7,30.5,四つ相撲のような深い接触。最大のWeight。,,5,5,5,8,COMPOUND(複合・異種)
がっぽり,大量の収益。豊かな流体性とMoisture。,擬態語,テクスチャー,中立,清音・濁音・半濁音,暗い・重い・大,促音・「り」変化,ɡappoɾi,ɡappoɾi,0,6,5,7,3,7,8,250.0,2.32,4,1500.0,4.6,7,mh,5,#FFD700,86.9,-1.9,87.1,大量の収益。豊かな流体性とMoisture。,,5,5,5,8,COMPOUND(複合・異種)
がつがつ,貪欲な食欲。高い時間性と直接的なSpace。,擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語,ɡatsuɡatsu,ɡatsuɡatsu,0,7,8,8,7,3,3,400.0,3.51,7,6000.0,6.95,7,h,6,#B22222,39.1,55.9,37.6,貪欲な食欲。高い時間性と直接的なSpace。,,4,5,6,1,REDUP(畳語・同一)
がつん,衝撃。最大のWeightとBo数。,擬態語,その他,中立,清音・濁音,暗い・重い・大,撥音,ɡatsuŋ,ɡatsuŋ,0,9,9,9,9,2,4,300.0,2.78,9,11000.0,7.98,9,h,6,#8B0000,28.1,51.0,41.3,衝撃。最大のWeightとBo数（圧縮）。,,3,6,0,0,N(撥音単発)
がばがば,隙間からの浸水。高い流体性とMoisture。,擬音語,テクスチャー・密集度・距離感・気象・自然,中立,濁音,暗い・重い・大,畳語,ɡabaɡaba,ɡabaɡaba,0,5,4,3,2,8,9,150.0,1.03,3,2000.0,5.09,9,mc,3,#4169E1,47.8,26.3,-65.3,隙間からの浸水。高い流体性とMoisture。,,4,5,6,1,REDUP(畳語・同一)
がばっ,突然の動作。高いWeightと時間的突発。,擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,促音,ɡabaʔ,ɡabaʔ,0,7,9,8,4,6,6,350.0,3.17,9,9000.0,7.64,8,mh,5,#FF8C00,69.5,36.8,75.5,突然の動作。高いWeightと時間的突発。,,2,5,0,0,Q(促音単発)
がぶがぶ,飲料の大量摂取。流体力学的な渦を反映。,擬態語,テクスチャー,中立,濁音,暗い・重い・大,畳語,ɡabuɡabu,ɡabuɡabu,0,6,5,4,4,8,9,180.0,1.49,4,1800.0,4.91,9,mc,3,#0000FF,32.3,79.2,-107.9,飲料の大量摂取。流体力学的な渦を反映。,,4,5,6,1,REDUP(畳語・同一)
がぶっ,噛み付き。高いBo数と直接性。,擬態語,その他,中立,濁音,暗い・重い・大,促音,ɡabuʔ,ɡabuʔ,0,7,9,9,8,5,8,280.0,2.61,9,8000.0,7.44,9,mh,5,#FF4500,57.6,67.8,69.0,噛み付き。高いBo数と直接性。,,2,5,0,0,Q(促音単発)
がぶり,深い一口。流体と剛体の中間的性質。,擬態語,テクスチャー・人体・生理,中立,清音・濁音,暗い・重い・大,「り」変化,ɡabuɾi,ɡabuɾi,0,6,6,7,5,6,7,250.0,2.32,6,4000.0,6.27,8,mh,5,#8B4513,37.5,26.4,41.0,深い一口。流体と剛体の中間的性質。,,4,6,0,0,RI(り単発)
がぼがぼ,大量の水。低周波共鳴と最大Moisture。,擬音語,気象・自然,中立,濁音,暗い・重い・大,畳語,ɡaboɡabo,ɡaboɡabo,0,6,4,2,3,9,9,120.0,0.46,2,1200.0,4.22,9,c,2,#191970,15.9,31.7,-49.6,大量の水。低周波共鳴と最大Moisture。,,4,5,6,1,REDUP(畳語・同一)
がみがみ,執拗な叱責。高いWeightと抑制されたFlow。,擬態語,その他,中立,清音・濁音,暗い・重い・大,畳語,ɡamiɡami,ɡamiɡami,0,7,7,8,8,4,5,450.0,3.81,4,3000.0,5.78,6,h,6,#FF0000,53.2,80.1,67.2,執拗な叱責。高いWeightと抑制されたFlow。,,4,5,6,1,REDUP(畳語・同一)
がやがや,多人数の喧騒。高いRe数による乱流状態。,擬態語,その他,中立,清音・濁音,暗い・重い・大,畳語,ɡajaɡaja,ɡajaɡaja,0,4,6,3,2,8,6,380.0,3.38,3,5500.0,6.81,7,mh,5,#DAA520,70.8,8.5,68.8,多人数の喧騒。高いRe数による乱流状態。,,4,5,6,1,REDUP(畳語・同一)
がらがら,崩落や空虚。低い粘性と中程度のWeight。,擬態語,テクスチャー・気象・自然,中立,清音・濁音,暗い・重い・大,畳語,ɡaɾaɡaɾa,ɡaɾaɡaɾa,0,6,5,4,2,7,2,320.0,2.94,4,4500.0,6.47,5,mc,3,#8B4513,37.5,26.4,41.0,崩落や空虚。低い粘性と中程度のWeight。,,4,5,6,1,REDUP(畳語・同一)
がらり,劇的な変化。高い流体性と空間開放性。,擬態語,テクスチャー・密集度・距離感・気象・自然,中立,清音・濁音,暗い・重い・大,「り」変化,ɡaɾaɾi,ɡaɾaɾi,0,4,7,7,3,9,2,450.0,3.81,6,3000.0,5.78,4,h,6,#FFFFFF,100.0,-0.0,0.0,劇的な変化。高い流体性と空間開放性。,,4,6,0,0,RI(り単発)
がらん,広い空洞. 低いWeightと高い指向性。,擬態語,気象・自然,中立,清音・濁音,暗い・重い・大,撥音,ɡaɾaŋ,ɡaɾaŋ,0,3,4,8,2,7,3,280.0,2.61,5,1500.0,4.6,4,c,2,#D3D3D3,84.6,-0.0,0.0,広い空洞. 低いWeightと高い指向性。,,3,6,0,0,N(撥音単発)
がりがり,激しい摩擦。硬い表面の削り。,擬態語,テクスチャー,中立,清音・濁音,暗い・重い・大,畳語・「り」変化,ɡaɾiɡaɾi,ɡaɾiɡaɾi,0,5,8,7,8,2,0,800.0,5.26,8,9000.0,7.64,6,c,2,#CD853F,61.8,21.4,47.9,激しい摩擦。硬い表面の削り（Hardness 2）。,,4,5,6,1,REDUP(畳語・同一)
がんがん,頭痛や強打。最大のWeightと直接性。,擬態語,その他,中立,濁音,暗い・重い・大,畳語・撥音,ɡaŋɡaŋ,ɡaŋɡaŋ,0,8,8,9,6,1,3,350.0,3.17,5,8000.0,7.44,9,h,6,#FF4500,57.6,67.8,69.0,頭痛や強打。最大のWeightと直接性。,,4,5,6,1,REDUP(畳語・同一)
がーがー,騒々しい持続音。高いWeightと低いDecay。,擬音語,スピード・テンポ,中立,濁音,暗い・重い・大,畳語・長音,ɡa:ɡa:,ɡaːɡaː,0,7,3,5,3,6,4,220.0,2.0,1,2500.0,5.47,6,mh,5,#556B2F,42.2,-18.8,30.6,騒々しい持続音。高いWeightと低いDecay。,,4,5,6,1,REDUP(畳語・同一)
がーっ,激しい突進や咆哮。高い圧縮性と圧力。,擬態語,その他,中立,濁音,暗い・重い・大,促音・長音,ɡa:ʔ,ɡaːʔ,0,8,6,9,7,5,4,350.0,3.17,9,12000.0,8.13,9,h,6,#FF0000,53.2,80.1,67.2,激しい突進や咆哮。高い圧縮性と圧力。,,2,7,7,1,LONG(長音ー)
がーん,衝撃の余韻。最大のWeightと空間直接性。,擬態語,密集度・距離感・気象・自然,中立,濁音,暗い・重い・大,撥音・長音,ɡa:ŋ,ɡaːŋ,0,9,4,9,5,3,5,200.0,1.75,2,6000.0,6.95,9,c,2,#483D8B,30.8,26.1,-42.1,衝撃の余韻。最大のWeightと空間直接性。,,3,8,5,1,LONG+N(長音+ん)
きいきい,高周波摩擦。高い空間直接性と抑制。,擬音語,密集度・距離感・気象・自然,中立,清音,明るい・軽い・小,畳語,ki:ki:,kiikii,1,2,4,7,8,4,1,2500.0,8.15,2,15000.0,8.51,4,c,2,#FFFF00,97.1,-21.6,94.5,高周波摩擦。高い空間直接性と抑制(Flow 8)。,,4,5,6,1,REDUP(畳語・同一)
きしきし,狭い隙間の摩擦。最大のFlow抑制。,擬態語,密集度・距離感,中立,清音,明るい・軽い・小,畳語,kiɕikiɕi,kiɕikiɕi,0,3,7,5,9,3,2,1800.0,7.32,7,11000.0,7.98,5,c,2,#BDB76B,73.4,-8.8,39.3,狭い隙間の摩擦。最大のFlow抑制。,,4,5,6,1,REDUP(畳語・同一)
きそきそ,ひそやかな摩擦。低いWeightと高い抑制。,擬態語,その他,中立,清音,明るい・軽い・小,畳語,kisokiso,kisokiso,0,1,5,2,8,6,2,1200.0,6.29,4,7000.0,7.22,3,c,2,#708090,52.8,-2.1,-10.6,ひそやかな摩擦。低いWeightと高い抑制。,,4,5,6,1,REDUP(畳語・同一)
きちきち,隙間のない状態。高い直接性とFlow 9。,擬態語,密集度・距離感,中立,清音,明るい・軽い・小,畳語,kitɕikitɕi,kitɕikitɕi,0,4,7,8,9,2,2,1400.0,6.68,8,9000.0,7.64,8,c,2,#C0C0C0,77.7,-0.0,0.0,隙間のない状態。高い直接性とFlow 9。,,4,5,6,1,REDUP(畳語・同一)
きちっ,正確な完了。最大の時間性と直接性。,擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,kitɕiʔ,kitɕiʔ,0,3,9,9,9,1,2,1600.0,7.02,9,13000.0,8.27,9,0,4,#FFFFFF,100.0,-0.0,0.0,正確な完了。最大の時間性と直接性。,,2,5,0,0,Q(促音単発)
きちん,整頓された状態。高いBo数と抑制。,擬態語,その他,中立,清音,明るい・軽い・小,撥音,kitɕiŋ,kitɕiŋ,0,3,8,9,9,2,3,1200.0,6.29,8,6000.0,6.95,9,0,4,#F5F5F5,96.5,-0.0,0.0,整頓された状態。高いBo数と抑制。,,3,6,0,0,N(撥音単発)
きっちり,精密な適合。強い直接性と剛体感。,擬態語,その他,中立,清音,明るい・軽い・小,促音・「り」変化,kittɕiɾi,kittɕiɾi,0,4,8,9,9,1,2,1300.0,6.49,7,5000.0,6.65,9,0,4,#708090,52.8,-2.1,-10.6,精密な適合。強い直接性と剛体感。,,5,5,5,8,COMPOUND(複合・異種)
きなきな,柔らかい運動。高い流体性とMoisture。,擬態語,テクスチャー・ダイナミクス,中立,清音,明るい・軽い・小,畳語,kinakina,kinakina,0,2,3,2,4,8,6,350.0,3.17,2,800.0,3.53,4,mh,5,#F5DEB3,89.4,1.5,24.0,柔らかい運動。高い流体性とMoisture。,,4,5,6,1,REDUP(畳語・同一)
きびきび,効率的な運動。高い時間性とSpace直接性。,擬態語,ダイナミクス・スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語,kibikibi,kibikibi,0,3,8,8,4,5,4,600.0,4.54,7,4000.0,6.27,6,mh,5,#FFFFFF,100.0,-0.0,0.0,効率的な運動。高い時間性とSpace直接性。,,4,5,6,1,REDUP(畳語・同一)
きゃっきゃっ,女性や子供がはしゃぎ楽しそうに笑う声。,擬声語,その他,中立,清音,明るい・軽い・小,畳語・促音,kjakkaʔ,kjakkjaʔ,1,2,9,6,0,8,3,2200.0,7.82,9,18000.0,8.82,6,h,6,#FF69B4,65.5,64.2,-10.6,歓声。高周波と最大の時間的突発性。,,4,5,6,1,REDUP(畳語・同一)
きゃんきゃん,高い透徹力。鋭い空間直接性。,擬態語,密集度・距離感・気象・自然,中立,清音,明るい・軽い・小,畳語・撥音,kjaŋkjaŋ,kjaŋkjaŋ,0,3,7,7,4,7,4,1800.0,7.32,5,12000.0,8.13,7,h,6,#FFD700,86.9,-1.9,87.1,高い透徹力。鋭い空間直接性。,,4,5,6,1,REDUP(畳語・同一)
きゃーきゃー,持続的な高音。高い流体性と自由なFlow。,擬音語,テクスチャー・スピード・テンポ,中立,清音,明るい・軽い・小,畳語・長音,kja:kja:,kjaːkjaː,0,2,5,5,1,8,5,2000.0,7.58,2,14000.0,8.39,5,h,6,#FFB6C1,81.1,28.0,5.0,持続的な高音。高い流体性と自由なFlow。,,4,5,6,1,REDUP(畳語・同一)
