word,pronunciation_romaji,meaning_en,category,domain,polarity,intensity,tone,morphology,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
かたん,katan,Manner or sound of かたん: 重量物の設置。直接的なSpace 9と高いBo数。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kataŋ,5,8,9,6,2,4,300.0,2.78,7,3000.0,5.78,9,mc,3,#2F4F4F,31.3,-11.7,-3.7,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 5, Time 8, and Flow 6.",,3,6,0,0,N(撥音単発)
かちかち,kachikachi,Manner or sound of かちかち: 最高の剛体感。高周波かつ急峻な減衰。,Phenomime (Sound),Speed/Tempo,Neutral,Semi-voiced (Crisp),Bright/Light/Small,Reduplication,katɕikatɕi,4,8,8,8,0,1,1800.0,7.32,8,12000.0,8.13,9,c,2,#C0C0C0,77.7,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 8, and Flow 8.",,4,5,6,1,REDUP(畳語・同一)
かちっ,kachit,Manner or sound of かちっ: スイッチの切り替え。限界値の突発性と剛性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,katɕiʔ,4,9,9,9,0,1,2000.0,7.58,9,15000.0,8.51,9,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 9, and Flow 9.",,2,5,0,0,Q(促音単発)
かちゃかちゃ,kachakacha,Manner or sound of かちゃかちゃ: 小さな剛体の多重衝突。高いRe数。,Phenomime (Sound),Texture,Neutral,Unvoiced (Light),Bright/Light/Small,Reduplication,katɕakatɕa,3,8,6,5,1,2,2500.0,8.15,7,13000.0,8.27,7,c,2,#D3D3D3,84.6,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 8, and Flow 5.",,4,5,6,1,REDUP(畳語・同一)
かちん,kachin,Manner or sound of かちん: 怒りや硬質な衝突。強い抑制と圧縮性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,katɕiŋ,6,8,9,9,0,2,1600.0,7.02,8,9000.0,7.64,9,c,2,#4682B4,52.5,-4.1,-32.2,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 6, Time 8, and Flow 9.",,3,6,0,0,N(撥音単発)
かちんかちん,kachinkachin,Manner or sound of かちんかちん: 凍結した硬さ。最小のMoistureと最大のHardness。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,katɕiŋkatɕiŋ,7,8,8,9,0,1,1500.0,6.86,8,8000.0,7.44,9,cc,1,#E0FFFF,97.9,-9.9,-3.4,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 7, Time 8, and Flow 9.",,4,5,6,1,REDUP(畳語・同一)
かっ,kat,Manner or sound of かっ: 瞬間的な発火。高い温度感と気圧。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaʔ,7,9,9,8,3,1,800.0,5.26,9,18000.0,8.82,9,hh,7,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 7, Time 9, and Flow 8.",,2,5,0,0,Q(促音単発)
かっきり,katkiri,Manner or sound of かっきり: 境界の明確さ。Space 9の直接性と剛性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kakkiɾi,4,8,9,7,2,2,700.0,4.93,8,6000.0,6.95,8,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 8, and Flow 7.",,5,5,5,8,COMPOUND(複合・異種)
かっちり,katchiri,Manner or sound of かっちり: 適合の精度。高い抑制と剛体感。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kattɕiɾi,5,8,9,8,1,3,650.0,4.74,7,5000.0,6.65,9,0,4,#708090,52.8,-2.1,-10.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 5, Time 8, and Flow 8.",,5,5,5,8,COMPOUND(複合・異種)
かっちんかっちん,katchinkatchin,Manner or sound of かっちんかっちん: 時計の針や凍結。極めて高いWeightとHardness。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kattɕiŋkattɕiŋ,8,8,8,9,0,1,1400.0,6.68,8,7000.0,7.22,9,cc,1,#AFEEEE,90.1,-19.6,-6.4,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 8, Time 8, and Flow 9.",,4,5,6,1,REDUP(畳語・同一)
かつかつ,katsukatsu,Manner or sound of かつかつ: 靴音や余裕のなさ。硬い接触と時間的切迫。,Psychomime (State/Manner),Speed/Tempo,Negative,Voiced (Heavy),Bright/Light/Small,Reduplication,katsukatsu,5,7,7,6,2,1,600.0,4.54,7,4000.0,6.27,7,mc,3,#696969,44.4,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 5, Time 7, and Flow 6.",,4,5,6,1,REDUP(畳語・同一)
からから,karakara,Manner or sound of からから: 空洞感。Moisture 0と流体運動。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaɾakaɾa,3,6,4,3,7,0,550.0,4.32,5,3500.0,6.04,3,0,4,#F4A460,74.0,23.0,46.8,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 3.",,4,5,6,1,REDUP(畳語・同一)
からころ,karakoro,Manner or sound of からころ: 下駄などの木製剛体。適度なHardness。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaɾakoɾo,4,6,5,4,4,1,400.0,3.51,5,3000.0,5.78,4,mc,3,#8B4513,37.5,26.4,41.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 6, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
からっと,karatto,Manner or sound of からっと: 湿気の除去。高い時間突発性と完全乾燥。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaɾatto,2,8,7,4,8,0,700.0,4.93,8,8000.0,7.44,6,h,6,#87CEEB,79.2,-14.8,-21.3,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 2, Time 8, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
からり,karari,Manner or sound of からり: 開放的な空間。低いWeightと高い流体性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaɾaɾi,2,5,5,2,9,1,600.0,4.54,5,2500.0,5.47,4,h,6,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 2, Time 5, and Flow 2.",,4,6,0,0,RI(り単発)
からんからん,karankaran,Manner or sound of からんからん: ベルのような硬質な響きと余韻。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaɾaŋkaɾaŋ,4,5,6,3,3,2,450.0,3.81,4,2800.0,5.66,6,mc,3,#B8860B,59.2,9.9,62.7,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 5, and Flow 3.",,4,5,6,1,REDUP(畳語・同一)
かりかり,karikari,Manner or sound of かりかり: 小さな破壊。高周波と乾燥。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaɾikaɾi,3,8,6,7,2,0,1500.0,6.86,8,11000.0,7.98,5,c,2,#CD853F,61.8,21.4,47.9,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 8, and Flow 7.",,4,5,6,1,REDUP(畳語・同一)
かんかん,kankan,Manner or sound of かんかん: 高温の太陽や金属打撃。Space 9の直接性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaŋkaŋ,6,7,9,6,1,2,900.0,5.56,5,6500.0,7.09,8,hhh,8,#FF4500,57.6,67.8,69.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 6, Time 7, and Flow 6.",,4,5,6,1,REDUP(畳語・同一)
かーかー,ka-ka-,Manner or sound of かーかー: 持続する鳥の voice/cry.中程度の流体性とWeight。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaːkaː,5,4,6,2,6,2,600.0,4.54,1,4000.0,6.27,3,h,6,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and long vowel extension for a vector configuration of Weight 5, Time 4, and Flow 2.",,4,5,6,1,REDUP(畳語・同一)
かーん,ka-n,Manner or sound of かーん: 高い空間貫通力。金属的なHardnessと持続。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaːŋ,4,3,9,2,2,3,1200.0,6.29,2,5000.0,6.65,9,h,6,#FFD700,86.9,-1.9,87.1,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 3, and Flow 2.",,3,8,5,1,LONG+N(長音+ん)
かーんかーん,ka-nka-n,Manner or sound of かーんかーん: 鐘の sound.より強いWeightと直接性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kaːŋkaːŋ,5,4,9,3,2,3,1100.0,6.07,2,5500.0,6.81,9,h,6,#DAA520,70.8,8.5,68.8,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 5, Time 4, and Flow 3.",,4,5,6,1,REDUP(畳語・同一)
がくがく,gakugaku,Manner or sound of がくがく: 有声破裂音/ɡ/による重い振動。関節の不連続性。,Psychomime (State/Manner),"Dynamics, Human Body/Physiology",Negative,Unvoiced (Light),Dark/Heavy/Large,Reduplication,ɡakuɡaku,7,7,4,8,3,4,180.0,1.49,7,4500.0,6.47,6,c,2,#A9A9A9,69.2,-0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 7, and Flow 8.",,4,5,6,1,REDUP(畳語・同一)
がくん,gakun,Manner or sound of がくん: 急激な落差。最大のWeightと時間突発性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡakuŋ,8,9,8,9,3,3,140.0,0.85,9,7000.0,7.22,8,mc,3,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 8, Time 9, and Flow 9.",,3,6,0,0,N(撥音単発)
がさがさ,gasagasa,Manner or sound of がさがさ: 荒い摩擦。濁音によるWeightの増加と乾燥。,Phenomime (Sound),Texture,Negative,Unvoiced (Light),Dark/Heavy/Large,Reduplication,ɡasaɡasa,5,7,4,4,6,0,400.0,3.51,6,8000.0,7.44,5,0,4,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 5, Time 7, and Flow 4.",,4,5,6,1,REDUP(畳語・同一)
がさっ,gasat,Manner or sound of がさっ: 藪の中の突発的な動き。高いBo数。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡasaʔ,6,9,8,8,5,1,450.0,3.81,9,10000.0,7.82,8,0,4,#556B2F,42.2,-18.8,30.6,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 6, Time 9, and Flow 8.",,2,5,0,0,Q(促音単発)
がしっ,gashit,Manner or sound of がしっ: 強固な把握。高いWeightと剛体感、遮断。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡaɕiʔ,8,9,9,9,2,2,500.0,4.07,9,12000.0,8.13,9,mc,3,#4682B4,52.5,-4.1,-32.2,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 8, Time 9, and Flow 9.",,2,5,0,0,Q(促音単発)
がしゃがしゃ,gashagasha,Manner or sound of がしゃがしゃ: 金属や硬い破片の乱雑な衝突。高Re数。,Phenomime (Sound),Texture,Negative,Unvoiced (Light),Dark/Heavy/Large,Reduplication,ɡaɕaɡaɕa,6,8,5,6,3,2,1200.0,6.29,7,14000.0,8.39,8,c,2,#708090,52.8,-2.1,-10.6,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 6, Time 8, and Flow 6.",,4,5,6,1,REDUP(畳語・同一)
がしゃっ,gashat,Manner or sound of がしゃっ: 破壊を伴う瞬間的衝突。最大値に近い時間性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡaɕaʔ,7,9,8,9,2,2,1000.0,5.83,9,16000.0,8.62,9,c,2,#778899,55.9,-2.2,-11.1,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 7, Time 9, and Flow 9.",,2,5,0,0,Q(促音単発)
がたがた,gatagata,Manner or sound of がたがた: 重い構造物の振動。低い周波数と剛体接触。,Phenomime (Sound),Dynamics,Negative,Unvoiced (Light),Dark/Heavy/Large,Reduplication,ɡataɡata,7,8,6,7,2,3,220.0,2.0,7,5000.0,6.65,7,c,2,#696969,44.4,-0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 8, and Flow 7.",,4,5,6,1,REDUP(畳語・同一)
がたっと,gatatto,Manner or sound of がたっと: 衝撃を伴う停止。高い重量感と圧力。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡatatto,8,9,8,8,2,3,200.0,1.75,9,8000.0,7.44,8,mc,3,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 8, Time 9, and Flow 8.",,5,5,5,8,COMPOUND(複合・異種)
がたぴし,gatapishi,Manner or sound of がたぴし: 建具の歪み。摩擦音/ɕi/による高周波の混在。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡatapiɕi,5,6,5,7,4,2,600.0,4.54,6,6000.0,6.95,6,mc,3,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 6, and Flow 7.",,5,5,5,8,COMPOUND(複合・異種)
がたり,gatari,Manner or sound of がたり: 単発の重い衝突。余韻を伴う流体への移行。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡataɾi,6,7,7,6,3,4,250.0,2.32,6,4000.0,6.27,6,mc,3,#556B2F,42.2,-18.8,30.6,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 7, and Flow 6.",,4,6,0,0,RI(り単発)
がたん,gatan,Manner or sound of がたん: 重量物の落下。強い空間直接性と気圧。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡataŋ,8,8,9,8,2,5,180.0,1.49,7,3500.0,6.04,9,mc,3,#2F4F4F,31.3,-11.7,-3.7,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 8, Time 8, and Flow 8.",,3,6,0,0,N(撥音単発)
がちがち,gachigachi,Manner or sound of がちがち: 最大の硬直。震えを伴う低周波と高い抑制。,Psychomime (State/Manner),Texture,Negative,Semi-voiced (Crisp),Dark/Heavy/Large,Reduplication,ɡatɕiɡatɕi,8,8,9,9,0,1,1200.0,6.29,9,10000.0,7.82,9,cc,1,#B0E0E6,86.1,-14.1,-8.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 8, Time 8, and Flow 9.",,4,5,6,1,REDUP(畳語・同一)
がちゃがちゃ,gachagacha,Manner or sound of がちゃがちゃ: 鍵などの金属 sound.複雑なRe数を示す。,Phenomime (Sound),Texture,Negative,Unvoiced (Light),Dark/Heavy/Large,Reduplication,ɡatɕaɡatɕa,5,8,6,6,2,3,1400.0,6.68,7,12000.0,8.13,7,mc,3,#708090,52.8,-2.1,-10.6,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 8, and Flow 6.",,4,5,6,1,REDUP(畳語・同一)
がちゃん,gachan,Manner or sound of がちゃん: 結合 or 破壊。高いBo数と空間指向性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡatɕaŋ,7,9,9,8,1,4,800.0,5.26,8,9000.0,7.64,9,mc,3,#4682B4,52.5,-4.1,-32.2,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 9, and Flow 8.",,3,6,0,0,N(撥音単発)
がっ,gat,Manner or sound of がっ: 全次元で最大級の衝撃。絶対的な停止。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡaʔ,9,9,9,9,4,2,350.0,3.17,9,15000.0,8.51,9,mc,3,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and geminate sokuon (sudden onset) for a vector configuration of Weight 9, Time 9, and Flow 9.",,2,5,0,0,Q(促音単発)
がっかり,gatkari,Manner or sound of がっかり: 期待の崩壊。重いWeightと落胆のDecay。,Pathomime (Emotion),Emotion,Negative,Unvoiced (Light),Dark/Heavy/Large,-ri Ending,ɡakkaɾi,7,6,4,5,6,4,300.0,2.78,7,1200.0,4.22,5,c,2,#4B0082,20.5,51.7,-53.3,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 6, and Flow 5.",,5,5,5,8,COMPOUND(複合・異種)
がっくり,gatkuri,Manner or sound of がっくり: 急激な屈曲。さらに重いWeight。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡakkuɾi,8,7,3,6,5,4,200.0,1.75,8,1000.0,3.91,6,c,2,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 8, Time 7, and Flow 6.",,5,5,5,8,COMPOUND(複合・異種)
がっしり,gatshiri,Manner or sound of がっしり: 堅牢な構造。高い直接性とFlowの抑制。,Psychomime (State/Manner),"Texture, Mass/Weight",Positive,Semi-voiced (Crisp),Dark/Heavy/Large,-ri Ending,ɡaɕɕiɾi,8,5,9,9,2,3,400.0,3.51,5,3000.0,5.78,9,mc,3,#708090,52.8,-2.1,-10.6,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 8, Time 5, and Flow 9.",,5,5,5,8,COMPOUND(複合・異種)
がっちり,gatchiri,Manner or sound of がっちり: 緻密な噛み合わせ。高いHardnessを保持。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡattɕiɾi,7,6,9,9,1,3,500.0,4.07,6,4000.0,6.27,9,mc,3,#4682B4,52.5,-4.1,-32.2,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 6, and Flow 9.",,5,5,5,8,COMPOUND(複合・異種)
がっぷり,gatpuri,Manner or sound of がっぷり: 四つ相撲のような深い接触。最大のWeight。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡappuɾi,9,6,8,7,4,7,220.0,2.0,5,2000.0,5.09,8,mh,5,#A52A2A,37.5,49.7,30.5,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 9, Time 6, and Flow 7.",,5,5,5,8,COMPOUND(複合・異種)
がっぽり,gatpori,Manner or sound of がっぽり: 大量の収益。豊かな流体性とMoisture。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡappoɾi,6,5,7,3,7,8,250.0,2.32,4,1500.0,4.6,7,mh,5,#FFD700,86.9,-1.9,87.1,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 5, and Flow 3.",,5,5,5,8,COMPOUND(複合・異種)
がつがつ,gatsugatsu,Manner or sound of がつがつ: 貪欲な食欲。高い時間性と直接的なSpace。,Psychomime (State/Manner),Taste,Negative,Semi-voiced (Crisp),Dark/Heavy/Large,Reduplication,ɡatsuɡatsu,7,8,8,7,3,3,400.0,3.51,7,6000.0,6.95,7,h,6,#B22222,39.1,55.9,37.6,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 8, and Flow 7.",,4,5,6,1,REDUP(畳語・同一)
がつん,gatsun,Manner or sound of がつん: 衝撃。最大のWeightとBo数。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡatsuŋ,9,9,9,9,2,4,300.0,2.78,9,11000.0,7.98,9,h,6,#8B0000,28.1,51.0,41.3,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 9, Time 9, and Flow 9.",,3,6,0,0,N(撥音単発)
がばがば,gabagaba,Manner or sound of がばがば: 隙間からの浸水。高い流体性とMoisture。,Psychomime (State/Manner),Texture,Negative,Unvoiced (Light),Dark/Heavy/Large,Reduplication,ɡabaɡaba,5,4,3,2,8,9,150.0,1.03,3,2000.0,5.09,9,mc,3,#4169E1,47.8,26.3,-65.3,"Reflecting voiced consonants for a vector configuration of Weight 5, Time 4, and Flow 2.",,4,5,6,1,REDUP(畳語・同一)
がばっ,gabat,Manner or sound of がばっ: 突然の action。高いWeightと時間的突発。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡabaʔ,7,9,8,4,6,6,350.0,3.17,9,9000.0,7.64,8,mh,5,#FF8C00,69.5,36.8,75.5,"Reflecting voiced consonants and geminate sokuon (sudden onset) for a vector configuration of Weight 7, Time 9, and Flow 4.",,2,5,0,0,Q(促音単発)
がぶがぶ,gabugabu,Manner or sound of がぶがぶ: 飲料の大量摂取。流体力学的な渦を反映。,Phenomime (Sound),Taste,Negative,Semi-voiced (Crisp),Dark/Heavy/Large,Reduplication,ɡabuɡabu,6,5,4,4,8,9,180.0,1.49,4,1800.0,4.91,9,mc,3,#0000FF,32.3,79.2,-107.9,"Reflecting voiced consonants for a vector configuration of Weight 6, Time 5, and Flow 4.",,4,5,6,1,REDUP(畳語・同一)
がぶっ,gabut,Manner or sound of がぶっ: 噛み付き。高いBo数と直接性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡabuʔ,7,9,9,8,5,8,280.0,2.61,9,8000.0,7.44,9,mh,5,#FF4500,57.6,67.8,69.0,"Reflecting voiced consonants and geminate sokuon (sudden onset) for a vector configuration of Weight 7, Time 9, and Flow 8.",,2,5,0,0,Q(促音単発)
がぶり,gaburi,Manner or sound of がぶり: 深い一口。流体と剛体の中間的性質。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡabuɾi,6,6,7,5,6,7,250.0,2.32,6,4000.0,6.27,8,mh,5,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 6, Time 6, and Flow 5.",,4,6,0,0,RI(り単発)
